"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   
          0,           0,         846,      -9.219322337,      -6.429611285,      -6.287898755,      -6.288437104,      -3.741529589
          0,           0,         847,      -9.216659351,      -6.425638849,      -6.290000936,      -6.291749695,      -3.738265198
          0,           0,         848,       -9.21430508,      -6.419332435,      -6.291557619,      -6.294264863,      -3.735320617
          0,           0,         849,      -9.212628114,      -6.411641945,      -6.292839447,      -6.296221653,      -3.733085996
          0,           0,         850,      -9.211923769,      -6.403449106,      -6.294109619,      -6.297869319,       -3.73187178
          0,           0,         851,       -9.21241881,      -6.395504107,      -6.295609776,      -6.299451364,      -3.731914631
          0,           0,         852,      -9.214278452,      -6.388404522,      -6.297551306,      -6.301194203,      -3.733385957
          0,           0,         853,      -9.217613803,      -6.382600629,      -6.300110505,      -6.303299266,      -3.736400888
          0,           0,         854,      -9.222488623,      -6.378415048,      -6.303427267,      -6.305938451,      -3.741026049
          0,           0,         855,      -9.228928443,      -6.376070436,      -6.307607005,      -6.309252859,      -3.747289473
          0,           0,         856,      -9.236926951,       -6.37571737,      -6.312723592,      -6.313353287,      -3.755187045
          0,           0,         857,      -9.246445773,      -6.377455263,      -6.318821361,      -6.318320655,      -3.764682677
          0,           0,         858,       -9.25741208,      -6.381344914,      -6.325915904,      -6.324206536,      -3.775705922
          0,           0,         859,      -9.269712989,      -6.387415769,      -6.333994144,       -6.33103373,      -3.788146425
          0,           0,         860,      -9.283190197,      -6.395669899,      -6.343014456,      -6.338797239,      -3.801848291
          0,           0,         861,      -9.297634878,      -6.406083144,      -6.352906896,      -6.347465307,       -3.81660401
          0,           0,         862,      -9.312783993,      -6.418603275,      -6.363573562,      -6.356980497,      -3.832149811
          0,           0,         863,      -9.328319246,      -6.433144671,      -6.374889345,      -6.367260419,      -3.848162893
          0,           0,         864,      -9.343871343,      -6.449578717,      -6.386702578,      -6.378198081,      -3.864263587
          0,           0,         865,       -9.35903075,       -6.46771939,      -6.398835691,      -6.389660992,      -3.880024012
          0,           0,         866,      -9.373365495,       -6.48730354,      -6.411086323,      -6.401489698,      -3.894984669
          0,           0,         867,      -9.386448032,      -6.507967559,      -6.423231095,      -6.413497848,      -3.908681423
          0,           0,         868,      -9.397893994,      -6.529223005,      -6.435033108,      -6.425475307,      -3.920687457
          0,           0,         869,      -9.407402557,      -6.550439623,      -6.446251832,      -6.437193515,      -3.930658615
          0,           0,         870,       -9.41478579,      -6.570847332,      -6.456655742,      -6.448413825,      -3.938369709
          0,           0,         871,      -9.419978472,      -6.589570142,      -6.466039049,      -6.458900312,      -3.943730953
          0,           0,         872,      -9.423048429,      -6.605704857,      -6.474241685,      -6.468438792,      -3.946802162
          0,           0,         873,      -9.424205276,      -6.618446096,      -6.481169228,      -6.476859509,      -3.947801788
          0,           0,         874,      -9.423791853,      -6.627234215,      -6.486806805,      -6.484058279,      -3.947095263
          0,           0,         875,      -9.422248252,      -6.631877668,      -6.491223385,      -6.490010722,      -3.945154101
          0,           0,         876,      -9.420058762,      -6.632599147,      -6.494565534,        -6.4947765,      -3.942497634
          0,           0,         877,      -9.417703178,      -6.629984047,      -6.497042756,      -6.498492269,      -3.939639609
          0,           0,         878,       -9.41561733,      -6.624854914,      -6.498906052,      -6.501354107,      -3.937045158
          0,           0,         879,      -9.414173306,      -6.618123722,      -6.500424284,       -6.50359472,      -3.935109836
          0,           0,         880,      -9.413674805,      -6.610669426,      -6.501863502,      -6.505461856,      -3.934154731
          0,           0,         881,      -9.414358435,      -6.603262532,      -6.503471393,      -6.507201281,      -3.934428817
          0,           0,         882,      -9.416400027,      -6.596533212,      -6.505467512,      -6.509044335,      -3.936116246
          0,           0,         883,      -9.419921233,      -6.590968246,      -6.508037485,      -6.511199358,      -3.939344459
          0,           0,         884,      -9.424994588,      -6.586924248,      -6.511330589,      -6.513846112,      -3.944190422
          0,           0,         885,      -9.431652534,      -6.584651489,      -6.515460868,      -6.517133954,      -3.950690363
          0,           0,         886,      -9.439893408,      -6.584321095,      -6.520510406,      -6.521182327,      -3.958845971
          0,           0,         887,       -9.44968491,      -6.586046029,      -6.526531334,       -6.52608087,      -3.968628192
          0,           0,         888,      -9.460959085,      -6.589891637,      -6.533543987,      -6.531887354,      -3.979972381
          0,           0,         889,      -9.473607953,      -6.595885402,      -6.541535135,      -6.538625887,      -3.992773671
          0,           0,         890,      -9.487482777,      -6.604030679,      -6.550460832,      -6.546289597,       -4.00688568
          0,           0,         891,      -9.502389068,      -6.614314358,      -6.560250453,      -6.554844758,      -4.022114327
          0,           0,         892,      -9.518076871,      -6.626702138,      -6.570806719,      -6.564232411,      -4.038207578
          0,           0,         893,      -9.534240938,      -6.641128562,      -6.582004865,      -6.574369296,      -4.054853823
          0,           0,         894,      -9.550518635,      -6.657485153,      -6.593692874,      -6.585147877,      -4.071678179
          0,           0,         895,       -9.56649868,      -6.675605165,       -6.60569378,      -6.596437341,      -4.088249462
          0,           0,         896,      -9.581735588,      -6.695242937,      -6.617808891,      -6.608084206,      -4.104093655
          0,           0,         897,      -9.595776341,      -6.716047943,      -6.629821858,      -6.619912435,      -4.118720475
          0,           0,         898,       -9.60819828,      -6.737537949,      -6.641503521,      -6.631723565,      -4.131663803
          0,           0,         899,      -9.618650414,      -6.759079264,       -6.65261862,      -6.643298528,      -4.142528423
          0,           0,         900,      -9.626890795,      -6.779886197,      -6.662937349,      -6.654403939,      -4.151034053
          0,           0,         901,      -9.632806827,      -6.799053223,      -6.672252068,      -6.664804948,      -4.157043008
          0,           0,         902,      -9.636432604,      -6.815633084,      -6.680398628,      -6.674284546,       -4.16058201
          0,           0,         903,      -9.637957173,      -6.828764812,      -6.687276263,      -6.682666651,       -4.16185169
          0,           0,         904,      -9.637719112,      -6.837830756,      -6.692861823,      -6.689837958,      -4.161217002
          0,           0,         905,      -9.636167986,       -6.84259235,      -6.697214953,      -6.695763294,      -4.159163554
          0,           0,         906,      -9.633807752,      -6.843247258,      -6.700473777,      -6.700491852,      -4.156234413
          0,           0,         907,      -9.631142312,      -6.840382025,      -6.702841649,      -6.704151587,      -4.152970352
          0,           0,         908,      -9.628632983,      -6.834841842,       -6.70456645,      -6.706933068,      -4.149863782
          0,           0,         909,      -9.626674365,      -6.827572999,      -6.705916907,      -6.709066353,      -4.147333579
          0,           0,         910,      -9.625587987,      -6.819490553,      -6.707160878,       -6.71079904,      -4.145718627
          0,           0,         911,      -9.625624667,      -6.811395981,      -6.708549261,      -6.712378218,      -4.145281477
          0,           0,         912,      -9.626971851,      -6.803942676,      -6.710305383,      -6.714037725,      -4.146216796
          0,           0,         913,      -9.629759573,      -6.797632859,      -6.712618827,      -6.715988845,      -4.148659455
          0,           0,         914,      -9.634066533,      -6.792832814,      -6.715642683,      -6.718414468,      -4.152691285
          0,           0,         915,      -9.639932082,      -6.789798527,      -6.719494808,      -6.721467133,      -4.158354099
          0,           0,         916,      -9.647359749,      -6.788704297,      -6.724260258,       -6.72526857,      -4.165653861
          0,           0,         917,      -9.656323803,      -6.789666488,       -6.72999412,      -6.729910673,      -4.174566944
          0,           0,         918,      -9.666763058,      -6.792758893,       -6.73672233,      -6.735455531,       -4.18503443
          0,           0,         919,      -9.678579315,      -6.798021849,      -6.744442153,      -6.741936193,      -4.196960642
          0,           0,         920,      -9.691631774,      -6.805466935,       -6.75312214,      -6.749357533,      -4.210207222
          0,           0,         921,      -9.705730062,      -6.815079559,      -6.762702204,      -6.757696928,      -4.224585482
          0,           0,         922,      -9.720630826,      -6.826818163,      -6.773093876,      -6.766905396,      -4.239852057
          0,           0,         923,       -9.73603434,       -6.84061034,      -6.784180808,      -6.776908456,      -4.255704266
          0,           0,         924,      -9.751589515,      -6.856345149,       -6.79581996,      -6.787607179,      -4.271782819
          0,           0,         925,      -9.766898615,      -6.873860349,      -6.807842913,      -6.798878373,      -4.287674689
          0,           0,         926,      -9.781536194,      -6.892924519,       -6.82005786,      -6.810574429,      -4.302930275
          0,           0,         927,      -9.795073491,      -6.913213597,       -6.83225149,      -6.822522232,       -4.31708754
          0,           0,         928,      -9.807110026,      -6.934286995,      -6.844193327,      -6.834522792,      -4.329705478
          0,           0,         929,      -9.817314394,      -6.955567604,      -6.855643333,      -6.846354195,      -4.340409027
          0,           0,         930,      -9.825456733,      -6.976336254,      -6.866364029,      -6.857778967,      -4.348928379
          0,           0,         931,      -9.831425759,      -6.995752807,      -6.876136724,      -6.868556375,      -4.355122574
          0,           0,         932,       -9.83523648,      -7.012916523,      -6.884780777,      -6.878459891,      -4.358992843
          0,           0,         933,      -9.837043057,      -7.026973981,      -6.892174605,       -6.88729926,      -4.360695968
          0,           0,         934,      -9.837143258,      -7.037261853,      -6.898272668,      -6.894943549,      -4.360547852
          0,           0,         935,      -9.835945643,      -7.043443963,      -6.903113127,      -6.901338037,       -4.35898552
          0,           0,         936,      -9.833924664,      -7.045589992,      -6.906815782,      -6.906512451,      -4.356517745
          0,           0,         937,      -9.831569432,      -7.044160327,      -6.909570263,      -6.910577994,      -4.353668504
          0,           0,         938,      -9.829332804,      -7.039903907,      -6.911615893,      -6.913712635,      -4.350921728
          0,           0,         939,      -9.827619677,      -7.033714476,       -6.91321989,      -6.916140568,      -4.348707653
          0,           0,         940,      -9.826761384,      -7.026496488,      -6.914653855,      -6.918108584,      -4.347376917
          0,           0,         941,      -9.827026488,      -7.019073266,      -6.916177551,      -6.919868526,      -4.347211749
          0,           0,         942,      -9.828619074,       -7.01213731,      -6.918025881,      -6.921661737,      -4.348425406
          0,           0,         943,      -9.831674002,      -7.006224422,       -6.92039608,      -6.923704918,      -4.351159714
          0,           0,         944,      -9.836256923,      -7.001708682,      -6.923440189,      -6.926180114,      -4.355486876
          0,           0,         945,      -9.842389173,      -6.998841999,      -6.927272195,      -6.929237943,      -4.361434444
          0,           0,         946,      -9.850074708,      -6.997808557,      -6.931980925,      -6.933004743,      -4.369010603
          0,           0,         947,      -9.859299486,      -6.998748025,      -6.937629857,      -6.937580112,      -4.378203428
          0,           0,         948,      -9.870015726,      -7.001758511,      -6.944252992,      -6.943032622,      -4.388966732
          0,           0,         949,      -9.882140219,      -7.006901772,      -6.951853871,      -6.949400387,      -4.401218865
          0,           0,         950,      -9.895547222,      -7.014207888,      -6.960405813,       -6.95669221,      -4.414835391
          0,           0,         951,      -9.910064096,      -7.023678896,      -6.969852152,      -6.964889006,      -4.429644496
          0,           0,         952,      -9.925463876,      -7.035288764,      -6.980106701,      -6.973944164,      -4.445418236
          0,           0,         953,      -9.941463805,      -7.048980469,      -6.991054482,       -6.98378494,      -4.461869818
          0,           0,         954,      -9.957724254,      -7.064658792,      -7.002553177,      -6.994313397,      -4.478650733
          0,           0,         955,      -9.973851341,      -7.082177456,      -7.014435006,      -7.005407655,      -4.495351202
          0,           0,         956,      -9.989408837,      -7.101320736,      -7.026509741,      -7.016922541,      -4.511510563
          0,           0,         957,      -10.00394348,       -7.12177873,      -7.038567844,      -7.028690591,       -4.52664207
          0,           0,         958,      -10.01701495,      -7.143119116,      -7.050384642,        -7.0405215,      -4.540264213
          0,           0,         959,      -10.02823874,      -7.164764026,      -7.061725998,      -7.052202687,      -4.551947845
          0,           0,         960,      -10.03732669,      -7.185979774,      -7.072357717,      -7.063504343,      -4.561363381
          0,           0,         961,      -10.04411533,      -7.205895339,      -7.082060819,      -7.074189346,      -4.568316195
          0,           0,         962,      -10.04858313,      -7.223563193,      -7.090651822,      -7.084030804,      -4.572769974
          0,           0,         963,      -10.05085713,       -7.23806905,      -7.098003233,      -7.092834003,      -4.574856365
          0,           0,         964,      -10.05122429,       -7.24868446,      -7.104061423,      -7.100459704,      -4.574882827
          0,           0,         965,      -10.05010087,      -7.255018506,      -7.108855536,      -7.106842485,      -4.573298509
          0,           0,         966,      -10.04797569,      -7.257109151,      -7.112495258,      -7.112000113,      -4.570630525
          0,           0,         967,      -10.04535844,      -7.255414728,      -7.115162046,      -7.116033091,      -4.567426923
          0,           0,         968,       -10.0427276,      -7.250707285,      -7.117089992,      -7.119110904,      -4.564199473
          0,           0,         969,      -10.04050697,      -7.243917809,      -7.118543287,      -7.121452314,      -4.561398982
          0,           0,         970,      -10.03904412,      -7.235988262,      -7.119792351,      -7.123300572,      -4.559392197
          0,           0,         971,      -10.03861839,      -7.227770948,      -7.121096071,      -7.124904996,      -4.558472877
          0,           0,         972,      -10.03943903,      -7.219976666,      -7.122688883,      -7.126505367,      -4.558858732
          0,           0,         973,      -10.04165621,      -7.213162848,      -7.124773124,      -7.128322077,      -4.560705697
          0,           0,         974,      -10.04536787,      -7.207743217,      -7.127515418,      -7.130549115,      -4.564115281
          0,           0,         975,      -10.05063011,      -7.204011073,      -7.131046709,      -7.133350483,        -4.5691463
          0,           0,         976,       -10.0574582,         -7.202167,       -7.13546353,       -7.13685896,      -4.575816645
          0,           0,         977,      -10.06583752,      -7.202346172,      -7.140831729,      -7.141177481,      -4.584114062
          0,           0,         978,      -10.07572396,      -7.204636506,       -7.14718836,      -7.146379363,       -4.59399624
          0,           0,         979,      -10.08703263,      -7.209089701,      -7.154541051,      -7.152508172,      -4.605381448
          0,           0,         980,      -10.09963809,      -7.215727293,      -7.162868815,      -7.159578953,      -4.618146576
          0,           0,         981,        -10.113371,      -7.224544257,      -7.172122275,       -7.16757924,      -4.632124659
          0,           0,         982,      -10.12800751,      -7.235508863,      -7.182223224,      -7.176469593,      -4.647092692
          0,           0,         983,      -10.14326923,       -7.24856085,      -7.193065121,      -7.186184561,      -4.662770672
          0,           0,         984,      -10.15882061,      -7.263604521,      -7.204514185,      -7.196633612,      -4.678817079
          0,           0,         985,      -10.17427991,      -7.280498366,      -7.216410541,       -7.20770182,      -4.694837427
          0,           0,         986,      -10.18922925,      -7.299039234,      -7.228570663,      -7.219250629,      -4.710393582
          0,           0,         987,      -10.20323634,      -7.318939886,      -7.240789401,      -7.231117136,       -4.72502337
          0,           0,         988,      -10.21588367,      -7.339805001,      -7.252843669,      -7.243113524,      -4.738270623
          0,           0,         989,      -10.22681274,      -7.361107602,      -7.264498432,      -7.255028727,      -4.749734361
          0,           0,         990,      -10.23575648,      -7.382178019,      -7.275515188,      -7.266631766,      -4.759104647
          0,           0,         991,      -10.24255592,      -7.402213087,      -7.285665873,      -7.277681203,      -4.766188091
          0,           0,         992,      -10.24717841,      -7.420322014,      -7.294752391,      -7.287941418,      -4.770932039
          0,           0,         993,      -10.24972327,      -7.435616824,      -7.302627298,      -7.297204229,      -4.773432022
          0,           0,         994,      -10.25043274,      -7.447345537,       -7.30921402,      -7.305312761,      -4.773943459
          0,           0,         995,      -10.24968118,      -7.455038191,      -7.314519163,      -7.312181896,      -4.772865681
          0,           0,         996,       -10.2479221,      -7.458612721,      -7.318632796,      -7.317809392,      -4.770685384
          0,           0,         997,      -10.24564579,      -7.458395621,      -7.321720628,      -7.322277277,      -4.767927499
          0,           0,         998,      -10.24332398,      -7.455047612,      -7.324006111,      -7.325741294,      -4.765097232
          0,           0,         999,      -10.24138171,      -7.449428061,      -7.325749146,      -7.328411093,      -4.762646867
          0,           0,        1000,      -10.24017215,      -7.442451145,      -7.327220645,      -7.330526424,      -4.760952066
          0,           0,        1001,      -10.23998953,      -7.434976047,      -7.328686051,      -7.332338928,      -4.760322361
          0,           0,        1002,      -10.24105835,      -7.427745364,      -7.330389591,      -7.334094389,      -4.760992707
          0,           0,        1003,      -10.24354465,      -7.421358814,      -7.332545637,      -7.336021717,      -4.763136652
          0,           0,        1004,      -10.24754938,      -7.416260971,      -7.335328378,       -7.33832084,      -4.766861134
          0,           0,        1005,      -10.25311284,      -7.412751409,      -7.338867776,      -7.341155634,      -4.772211929
          0,           0,        1006,      -10.26023805,      -7.411028168,      -7.343258633,      -7.344659293,      -4.779197929
          0,           0,        1007,      -10.26891175,      -7.411235109,      -7.348570141,      -7.348938927,      -4.787809326
          0,           0,        1008,      -10.27909724,      -7.413479644,      -7.354845915,      -7.354073927,      -4.798011521
          0,           0,        1009,      -10.29072314,      -7.417834478,      -7.362100559,      -7.360113178,      -4.809735225
          0,           0,        1010,      -10.30368375,      -7.424340918,      -7.370318696,      -7.367076319,      -4.822875532
          0,           0,        1011,      -10.31781904,      -7.433011906,      -7.379454649,      -7.374953726,      -4.837273444
          0,           0,        1012,      -10.33292518,      -7.443832271,      -7.389433325,      -7.383709044,      -4.852725243
          0,           0,        1013,      -10.34874019,      -7.456757221,      -7.400150154,       -7.39327884,      -4.868965662
          0,           0,        1014,      -10.36494319,      -7.471706704,       -7.41147252,      -7.403574289,      -4.885666637
          0,           0,        1015,      -10.38116084,       -7.48855491,      -7.423241577,      -7.414482145,      -4.902442441
          0,           0,        1016,      -10.39697213,      -7.507114269,      -7.435274743,       -7.42586573,      -4.918849666
          0,           0,        1017,      -10.41192698,      -7.527112449,      -7.447369336,       -7.43756543,      -4.934408407
          0,           0,        1018,      -10.42557269,      -7.548165173,      -7.459305131,      -7.449399293,      -4.948627599
          0,           0,        1019,      -10.43750216,      -7.569750932,      -7.470850652,      -7.461162767,      -4.961055913
          0,           0,        1020,      -10.44738834,      -7.591193355,       -7.48177063,      -7.472631379,      -4.971322931
          0,           0,        1021,      -10.45502214,      -7.611669468,       -7.49183853,      -7.483569638,       -4.97918367
          0,           0,        1022,      -10.46033134,      -7.630251785,      -7.500855837,      -7.493744435,      -4.984544226
          0,           0,        1023,      -10.46338281,      -7.646000134,      -7.508671864,       -7.50294655,       -4.98747005
          0,           0,        1024,      -10.46440657,      -7.658100611,      -7.515205016,      -7.511014226,      -4.988206132
          0,           0,        1025,      -10.46377626,      -7.666025172,      -7.520453196,       -7.51785357,      -4.987154805
          0,           0,        1026,      -10.46195767,      -7.669648466,      -7.524497728,      -7.523451417,      -4.984819322
          0,           0,        1027,      -10.45946791,      -7.669282791,      -7.527496224,      -7.527879156,      -4.981755057
          0,           0,        1028,      -10.45679347,      -7.665598739,      -7.529665109,      -7.531282823,      -4.978484446
          0,           0,        1029,      -10.45438678,      -7.659485318,      -7.531261398,      -7.533866737,      -4.975489376
          0,           0,        1030,      -10.45261714,      -7.651893682,      -7.532554912,      -7.535866881,       -4.97316088
          0,           0,        1031,      -10.45179129,       -7.64371593,      -7.533810487,      -7.537532371,      -4.971822179
          0,           0,        1032,      -10.45214236,      -7.635716582,      -7.535272782,      -7.539107898,      -4.971716301
          0,           0,        1033,      -10.45384051,      -7.628508733,      -7.537156529,      -7.540822107,      -4.973020976
          0,           0,        1034,      -10.45700837,      -7.622556634,       -7.53964178,      -7.542879436,      -4.975861375
          0,           0,        1035,      -10.46170611,      -7.618194647,      -7.542871957,      -7.545454293,      -4.980302579
          0,           0,        1036,      -10.46796399,      -7.615653415,      -7.546955611,      -7.548690924,      -4.986376053
          0,           0,        1037,      -10.47579136,      -7.615090705,      -7.551970815,      -7.552704499,      -4.994093773
          0,           0,        1038,      -10.48514146,      -7.616609677,      -7.557963827,      -7.557577352,      -5.003411707
          0,           0,        1039,      -10.49594387,      -7.620275032,      -7.564952928,      -7.563364149,      -5.014261363
          0,           0,        1040,      -10.50809488,      -7.626118295,      -7.572928346,      -7.570091041,      -5.026542275
          0,           0,        1041,      -10.52143933,      -7.634144301,      -7.581850916,      -7.577754973,      -5.040100978
          0,           0,        1042,      -10.53577268,      -7.644331616,      -7.591652926,      -7.586326517,      -5.054734793
          0,           0,        1043,      -10.55084059,      -7.656631088,      -7.602239126,      -7.595751016,      -5.070188175
          0,           0,        1044,      -10.56632648,       -7.67096085,      -7.613486391,      -7.605947179,      -5.086141478
          0,           0,        1045,      -10.58186659,      -7.687197859,      -7.625245571,      -7.616811188,      -5.102221014
          0,           0,        1046,      -10.59705638,      -7.705162681,      -7.637342524,      -7.628213763,      -5.118003793
          0,           0,        1047,       -10.6114617,      -7.724600468,      -7.649577333,      -7.639999434,      -5.133030278
          0,           0,        1048,      -10.62465671,      -7.745158647,      -7.661729615,      -7.651985149,       -5.14683879
          0,           0,        1049,      -10.63625752,      -7.766362091,      -7.673563463,      -7.663963088,      -5.159001506
          0,           0,        1050,      -10.64594529,      -7.787595373,      -7.684837416,      -7.675705849,      -5.169157879
          0,           0,        1051,      -10.65352611,        -7.8081034,      -7.695318505,      -7.686974543,      -5.177075775
          0,           0,        1052,      -10.65891374,      -7.827020012,      -7.704797426,      -7.697532013,      -5.182643052
          0,           0,        1053,      -10.66217124,       -7.84344268,       -7.71310953,      -7.707161438,      -5.185913482
          0,           0,        1054,      -10.66349529,      -7.856552852,      -7.720153517,      -7.715686844,      -5.187090795
          0,           0,        1055,        -10.663206,      -7.865760475,       -7.72590452,      -7.722996575,      -5.186516179
          0,           0,        1056,      -10.66173717,      -7.870833584,      -7.730424327,      -7.729058013,      -5.184655225
          0,           0,        1057,      -10.65958414,      -7.871952809,      -7.733852879,      -7.733924211,      -5.182037229
          0,           0,        1058,      -10.65722481,      -7.869670635,       -7.73639493,      -7.737724109,      -5.179173433
          0,           0,        1059,      -10.65508807,      -7.864791057,      -7.738297593,      -7.740649742,      -5.176525532
          0,           0,        1060,      -10.65357369,      -7.858223334,      -7.739832873,      -7.742934103,      -5.174514517
          0,           0,        1061,      -10.65298973,       -7.85086022,      -7.741269889,      -7.744826508,      -5.173467187
          0,           0,        1062,      -10.65359848,      -7.843494233,      -7.742864358,       -7.74657833,       -5.17365708
          0,           0,        1063,       -10.6555789,      -7.836777891,      -7.744840498,      -7.748424193,      -5.175272062
          0,           0,        1064,      -10.65903887,       -7.83119651,      -7.747381405,      -7.750570254,      -5.178427114
          0,           0,        1065,      -10.66402936,      -7.827082504,      -7.750626366,      -7.753188249,      -5.183179454
          0,           0,        1066,      -10.67056848,       -7.82466839,      -7.754683594,      -7.756423522,      -5.189554202
          0,           0,        1067,       -10.6786554,      -7.824129566,      -7.759636813,      -7.760396404,      -5.197552722
          0,           0,        1068,      -10.68827596,      -7.825596044,      -7.765542612,      -7.765199543,       -5.20716235
          0,           0,        1069,      -10.69937377,      -7.829156416,      -7.772427473,      -7.770892929,      -5.218328093
          0,           0,        1070,      -10.71185145,      -7.834862175,      -7.780286041,      -7.777507217,      -5.230955126
          0,           0,        1071,      -10.72556503,      -7.842735659,      -7.789083662,      -7.785042595,      -5.244900395
          0,           0,        1072,       -10.7403354,      -7.852770366,      -7.798755892,      -7.793473642,      -5.259985128
          0,           0,        1073,      -10.75592001,      -7.864932572,      -7.809208636,      -7.802746575,      -5.275965018
          0,           0,        1074,      -10.77201743,      -7.879155358,      -7.820319268,      -7.812781529,      -5.292533496
          0,           0,        1075,      -10.78827629,      -7.895331472,      -7.831938998,       -7.82347431,       -5.30932936
          0,           0,        1076,      -10.80429162,      -7.913297657,      -7.843893806,      -7.834697019,      -5.325930374
          0,           0,        1077,      -10.81961322,      -7.932815723,      -7.855987964,      -7.846297711,      -5.341857652
          0,           0,        1078,      -10.83379284,      -7.953545632,      -7.868006526,      -7.858103979,      -5.356626812
          0,           0,        1079,      -10.84640363,      -7.975019297,      -7.879723237,      -7.869918562,      -5.369769606
          0,           0,        1080,      -10.85707598,       -7.99661703,      -7.890901554,      -7.881523617,      -5.380872844
          0,           0,        1081,      -10.86556466,      -8.017566687,      -7.901309578,       -7.89268681,      -5.389650541
          0,           0,        1082,      -10.87173811,      -8.036969562,      -7.910736722,      -7.903171069,      -5.395945195
          0,           0,        1083,      -10.87560716,      -8.053874636,      -7.919011246,       -7.91275617,      -5.399755985
          0,           0,        1084,      -10.87734775,      -8.067403121,      -7.926024041,       -7.92125982,      -5.401268518
          0,           0,        1085,      -10.87728568,      -8.076902224,      -7.931744024,      -7.928560956,      -5.400833225
          0,           0,        1086,      -10.87585331,      -8.082090374,      -7.936219434,      -7.934615225,      -5.398917742
          0,           0,        1087,      -10.87353741,      -8.083121156,      -7.939581606,      -7.939462592,      -5.396047493
          0,           0,        1088,      -10.87087798,      -8.080549783,      -7.942030368,      -7.943224823,       -5.39279779
          0,           0,        1089,      -10.86831349,      -8.075204934,      -7.943806704,      -7.946086212,       -5.38964134
          0,           0,        1090,      -10.86627575,      -8.068033446,      -7.945182615,      -7.948274769,      -5.387032328
          0,           0,        1091,      -10.86507597,      -8.059960289,      -7.946424482,      -7.950036789,      -5.385302271
          0,           0,        1092,      -10.86496019,       -8.05180248,      -7.947784307,       -7.95161841,      -5.384707761
          0,           0,        1093,      -10.86614891,      -8.044229811,      -7.949491522,      -7.953257799,      -5.385479231
          0,           0,        1094,      -10.86876154,      -8.037759948,      -7.951737511,      -7.955167646,      -5.387740017
          0,           0,        1095,      -10.87288862,      -8.032772564,      -7.954679719,       -7.95753397,       -5.39158439
          0,           0,        1096,      -10.87856403,      -8.029531983,       -7.95843872,       -7.96051238,      -5.397048309
          0,           0,        1097,      -10.88581133,      -8.028221395,      -7.963104199,      -7.964228442,      -5.404157782
          0,           0,        1098,      -10.89460023,      -8.028960557,      -7.968733949,      -7.968776196,      -5.412884962
          0,           0,        1099,      -10.90487977,      -8.031826836,      -7.975356417,      -7.974222546,      -5.423182471
          0,           0,        1100,      -10.91653555,      -8.036864421,      -7.982970985,      -7.980600199,      -5.434936172
          0,           0,        1101,      -10.92945952,      -8.044086463,      -7.991551328,      -7.987921203,      -5.448042333
          0,           0,        1102,      -10.94345641,        -8.0534815,      -8.001039058,      -7.996162706,      -5.462306362
          0,           0,        1103,      -10.95829113,      -8.065011284,      -8.011348193,      -8.005279491,      -5.477494951
          0,           0,        1104,      -10.97367126,       -8.07860613,      -8.022365734,      -8.015199916,      -5.493311784
          0,           0,        1105,      -10.98923688,      -8.094159213,      -8.033950244,      -8.025826571,      -5.509391447
          0,           0,        1106,      -11.00460351,       -8.11151592,      -8.045936564,      -8.037038113,      -5.525333926
          0,           0,        1107,      -11.01934893,      -8.130450675,      -8.058135494,      -8.048690641,      -5.540691163
          0,           0,        1108,      -11.03303589,      -8.150650638,      -8.070334919,      -8.060614766,      -5.554997196
          0,           0,        1109,      -11.04525958,      -8.171687644,      -8.082307133,      -8.072612522,      -5.567805793
          0,           0,        1110,      -11.05568917,      -8.192996835,      -8.093812843,      -8.084466977,      -5.578743451
          0,           0,        1111,      -11.06407747,      -8.213870839,      -8.104615185,      -8.095941795,      -5.587519942
          0,           0,        1112,      -11.07028857,      -8.233479051,      -8.114490745,      -8.106794103,      -5.593971016
          0,           0,        1113,      -11.07433637,      -8.250919632,      -8.123255569,      -8.116796464,      -5.598091184
          0,           0,        1114,      -11.07633373,      -8.265325894,       -8.13077786,      -8.125751396,      -5.599999745
          0,           0,        1115,       -11.0765978,         -8.276008,      -8.137006375,      -8.133523329,      -5.600025969
          0,           0,        1116,      -11.07551223,      -8.282591284,       -8.14197129,      -8.140047279,      -5.598583327
          0,           0,        1117,        -11.073571,      -8.285106901,      -8.145785221,      -8.145345479,       -5.59619767
          0,           0,        1118,      -11.07121394,      -8.283978952,      -8.148625646,      -8.149519306,      -5.593346904
          0,           0,        1119,      -11.06894698,      -8.279938079,      -8.150734787,      -8.152742946,      -5.590567108
          0,           0,        1120,      -11.06716396,      -8.273871057,      -8.152373547,      -8.155236438,      -5.588278038
          0,           0,        1121,      -11.06621831,      -8.266688304,      -8.153818091,      -8.157244405,      -5.586855291
          0,           0,        1122,      -11.06634494,      -8.259223427,      -8.155323806,      -8.159016877,      -5.586545049
          0,           0,        1123,       -11.0677906,      -8.252184699,      -8.157132214,      -8.160800035,      -5.587604704
          0,           0,        1124,      -11.07070403,      -8.246126831,      -8.159447586,      -8.162814735,      -5.590189285
          0,           0,        1125,      -11.07513317,       -8.24143825,      -8.162422294,      -8.165243297,      -5.594354966
          0,           0,        1126,      -11.08110627,      -8.238380726,      -8.166175215,      -8.168240574,       -5.60013521
