"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         237,      -5.631253244,      -5.852424276,      -5.726414324,      -4.901445598,      -6.515324534
          0,           0,         238,      -5.603398173,      -5.830238256,      -5.709620707,      -4.875855928,      -6.512041068
          0,           0,         239,      -5.589672664,      -5.833738776,      -5.715574225,      -4.861873293,      -6.508905421
          0,           0,         240,       -5.59343405,      -5.837276176,      -5.682996978,       -4.86625923,      -6.505469014
          0,           0,         241,      -5.609675356,      -5.855415324,      -5.686524538,      -4.880693945,      -6.501477125
          0,           0,         242,      -5.627801043,      -5.860495976,      -5.719029172,      -4.898667229,      -6.497346421
          0,           0,         243,      -5.615755496,      -5.804761272,      -5.734472698,      -4.886824745,      -6.493272604
          0,           0,         244,      -5.602145244,      -5.843538224,      -5.706805849,      -4.874234154,      -6.489281304
          0,           0,         245,      -5.596498669,      -5.858115513,      -5.712232566,       -4.86822081,      -6.485459796
          0,           0,         246,      -5.599714043,      -5.855694473,      -5.702902244,      -4.872285689,       -6.48185112
          0,           0,         247,      -5.607866606,       -5.87016083,      -5.697483364,      -4.878892783,      -6.478496651
          0,           0,         248,       -5.60692215,      -5.867340816,        -5.7133335,      -4.878832103,      -6.475239491
          0,           0,         249,      -5.599362143,      -5.778883525,      -5.732582548,      -4.869701655,      -6.472036881
          0,           0,         250,       -5.59945558,       -5.83828551,      -5.675812345,      -4.870879037,      -6.468939098
          0,           0,         251,      -5.614501032,      -5.877100296,      -5.683500227,        -4.8850766,      -6.466021314
          0,           0,         252,      -5.621462325,      -5.877223077,      -5.714949511,      -4.892583553,      -6.463200426
          0,           0,         253,      -5.609729333,      -5.884489654,      -5.736792096,      -4.881274234,      -6.460652976
          0,           0,         254,         -5.606437,      -5.889934388,      -5.692454126,      -4.878549635,      -6.458369191
          0,           0,         255,      -5.598453366,      -5.883358562,      -5.682961128,      -4.870092964,      -6.456115143
          0,           0,         256,      -5.597162344,        -5.8777814,      -5.710097377,      -4.869556804,      -6.453593452
